case_id,batch_id,case_label,narrative_summary,f3_scenario_index,description,ground_truth_category,qwen_category,qwen_rationale,human_agree_category,human_agree_rationale,human_corrected_category,human_notes
1c82842f-954d-4391-903c-a10632c3c906,synthetic_batch_25,Case_5,"Arthur, an 81-year-old stroke survivor, faces a fractured transition from Northcrest Rehab due to a 'Face-to-Face' documentation gap and a burned-out Social Worker who has deprioritized his case. As his Managed Medicare Advantage plan pends authorization for home health, the facility is aggressively pushing for a Day 100 discharge to protect its financial margins. The PN must navigate a hostile family dynamic and institutional gatekeeping to secure the necessary physician signatures and insurance approvals before the 100-day cliff forces a transition to costly private-pay long-term care.",3,"Offer to log into the NP's charting station to 'draft' the F2F encounter note for them, using the physician's known templates to ensure the Managed Medicare Auth is approved on the first pass.",Overstep,Overstep,"The Patient Navigator (PN) is crossing the boundary of 'Liaison/Education' into 'Overstep' by attempting to 'draft' the physician's encounter note. This action bypasses the standard workflow of the NP (who should be the primary point of contact for documentation and clinical data) and directly interferes with the physician's clinical judgment and documentation process. Furthermore, the PN is attempting to manage the clinical details (securing signatures, ensuring auth approval) and bypassing the Social Worker (SW) and the facility's financial gatekeeping, which constitutes 'Clinical/Vendor interference'. The PN is not deferring (Passive) nor is they acting within their lane to educate or document (Proactive); they are actively taking over the clinical documentation role.",,,,
9494c994-e87d-4cd3-bcb9-7500a45024d5,synthetic_batch_25,Case_6,"Mrs. Reed, an 83yo recovering from post-ICU pneumonia, is caught in a 'Bed Availability Crisis' where the SNF is prioritizing LTC conversion over home discharge. Social Worker Brenda is professionally exhausted and actively obstructing information to protect the facility's 100-day Medicare cliff. The PN must navigate a 'Black Hole' referral delay and a recalcitrant physician to secure the Managed Medicare authorization before the family is coerced into a permanent LTC placement.",1,"The PN decides to wait for the scheduled weekly Care Conference to address the discharge delays, ensuring all facility stakeholders are present and following standard SNF communication protocols.",Passive,Passive,"The Patient Navigator (PN) is instructed to 'wait for the scheduled weekly Care Conference' and 'ensure all facility stakeholders are present.' This action aligns with the 'Passive' category's definition of 'Strategic Deferral,' where the PN defers to the Social Worker (SW) and does not act independently. The scenario explicitly states the PN is following 'standard SNF communication protocols' and waiting for the SW to address the 'Bed Availability Crisis' and 'Medicare cliff' issues. The PN is not educating the family, documenting in Atlantis, or flagging to the SW; they are simply facilitating the existing communication channel while the SW handles the clinical and financial complexities.",,,,
9494c994-e87d-4cd3-bcb9-7500a45024d5,synthetic_batch_25,Case_6,"Mrs. Reed, an 83yo recovering from post-ICU pneumonia, is caught in a 'Bed Availability Crisis' where the SNF is prioritizing LTC conversion over home discharge. Social Worker Brenda is professionally exhausted and actively obstructing information to protect the facility's 100-day Medicare cliff. The PN must navigate a 'Black Hole' referral delay and a recalcitrant physician to secure the Managed Medicare authorization before the family is coerced into a permanent LTC placement.",2,"The PN prepares a 'Transition Readiness' packet for the daughter, including the PT's functional scores and a side-by-side comparison of HHA services versus LTC costs, and requests a private meeting with the SW to align on the home discharge date.",Proactive,Proactive,"The Patient Navigator (PN) is acting within their designated lane by preparing a 'Transition Readiness' packet for the family and requesting a private meeting with the Social Worker (SW) to align on the home discharge date. This falls under 'Liaison/Education' as it involves educating the family on options and facilitating communication between the family and the SW, without crossing into clinical management (HHAs) or bypassing the SW. The scenario explicitly states the PN is 'educating family' and 'flagging to SW' (implied by the meeting request), which aligns with the Proactive category.",,,,
9494c994-e87d-4cd3-bcb9-7500a45024d5,synthetic_batch_25,Case_6,"Mrs. Reed, an 83yo recovering from post-ICU pneumonia, is caught in a 'Bed Availability Crisis' where the SNF is prioritizing LTC conversion over home discharge. Social Worker Brenda is professionally exhausted and actively obstructing information to protect the facility's 100-day Medicare cliff. The PN must navigate a 'Black Hole' referral delay and a recalcitrant physician to secure the Managed Medicare authorization before the family is coerced into a permanent LTC placement.",3,"The PN reviews the patient's medication administration record (MAR) and informs the family that the patient is clinically stable enough for discharge today, advising them to sign the 'Against Medical Advice' (AMA) forms to bypass the SW's delay.",Overstep,Proactive,"The Patient Navigator (PN) is acting within their professional lane by educating the family about the clinical status and facilitating the necessary documentation (AMA forms) to bypass the Social Worker's (SW) obstruction. The PN is not deferring to the SW (Passive) nor is they crossing into clinical management or vendor interference (Overstep). Instead, they are actively supporting the family's right to choose their care path by ensuring the administrative and clinical paperwork is in place, which aligns with the Proactive: Liaison/Education category.",,,,
42d07695-2508-46ef-aeeb-d4858d007fef,synthetic_batch_25,Case_7,"Arthur, a 70-year-old post-spinal fusion patient, is trapped in a bureaucratic deadlock between a Managed Medicare 'No Skilled Need' denial and a burned-out Social Worker, Sheila, who refuses to appeal. The facility is aggressively pushing for a Day 100 discharge to protect its financial margins, despite Arthur's inability to safely manage his spinal brace at home. The Patient Navigator must navigate institutional apathy and family hostility to secure the necessary clinical documentation for an appeal before the '100-Day Cliff' forces a transition to private-pay long-term care.",1,Respect the Social Worker's professional judgment regarding the insurance denial and begin coordinating with the family for private-pay outpatient transport to the surgeon's preferred clinic.,Passive,Proactive,The Patient Navigator is instructed to respect the Social Worker's (SW) professional judgment regarding the insurance denial and focus on coordinating with the family for private-pay transport. This falls squarely within the 'Proactive: Liaison/Education' category because the PN acts within their lane by facilitating the necessary clinical documentation and arranging external resources (transport) to support the SW's goal of securing an appeal. The PN is not deferring to the SW (Passive) nor is they crossing boundaries by managing clinical details or bypassing the SW (Overstep).,,,,
42d07695-2508-46ef-aeeb-d4858d007fef,synthetic_batch_25,Case_7,"Arthur, a 70-year-old post-spinal fusion patient, is trapped in a bureaucratic deadlock between a Managed Medicare 'No Skilled Need' denial and a burned-out Social Worker, Sheila, who refuses to appeal. The facility is aggressively pushing for a Day 100 discharge to protect its financial margins, despite Arthur's inability to safely manage his spinal brace at home. The Patient Navigator must navigate institutional apathy and family hostility to secure the necessary clinical documentation for an appeal before the '100-Day Cliff' forces a transition to private-pay long-term care.",2,Schedule a multidisciplinary care conference including the UR Director and the Surgeon's PA to present the gap between the insurance denial and the patient's actual 'Face-to-Face' documentation requirements.,Proactive,Proactive,"The Patient Navigator is acting within their designated lane by scheduling a multidisciplinary care conference. This action involves coordinating with the UR Director and the Surgeon's PA to present critical clinical information (the gap between insurance denial and documentation requirements) to secure an appeal. This is a strategic liaison activity that facilitates the patient's care and appeals process without crossing into clinical management, vendor interference, or bypassing the Social Worker.",,,,
42d07695-2508-46ef-aeeb-d4858d007fef,synthetic_batch_25,Case_7,"Arthur, a 70-year-old post-spinal fusion patient, is trapped in a bureaucratic deadlock between a Managed Medicare 'No Skilled Need' denial and a burned-out Social Worker, Sheila, who refuses to appeal. The facility is aggressively pushing for a Day 100 discharge to protect its financial margins, despite Arthur's inability to safely manage his spinal brace at home. The Patient Navigator must navigate institutional apathy and family hostility to secure the necessary clinical documentation for an appeal before the '100-Day Cliff' forces a transition to private-pay long-term care.",3,Personally call the Managed Medicare Case Manager to explain that the SNF physical therapy notes are 'inaccurate' and that the patient is actually much more 'homebound' than the record reflects.,Overstep,Proactive,"The Patient Navigator is acting within their designated lane by directly contacting the Managed Medicare Case Manager. This is a proactive intervention to correct factual inaccuracies ('inaccurate' PT notes) and re-evaluate the patient's status ('homebound') to support an appeal. While the outcome involves clinical documentation, the action itself (calling the case manager to update the record) is a standard liaison activity that falls under the 'Liaison/Education' category, not a clinical interference or a bypass of the Social Worker.",,,,
bc789c60-c5a7-407d-91f0-f0ce4e489a24,synthetic_batch_25,Case_8,"Evelyn, a 77-year-old with end-stage renal disease and a complex leg ulcer, faces a high-risk Friday discharge driven by a burned-out Social Worker and the facility's proximity to the 100-day Medicare cliff. A 'Managed Medicare Auth' delay for wound supplies creates a 3-7 day gap, exacerbated by the physician's office closing early for the weekend. The PN must manage a hostile family dynamic and bypass administrative gatekeepers to ensure a safe transition and prevent a weekend ER return.",1,Respect the Social Worker's discharge timeline and provide the family with a list of local medical supply stores that carry the necessary dressings in case the HHA delivery is delayed until Monday.,Passive,Proactive,"The Patient Navigator (PN) is instructed to 'respect the Social Worker's discharge timeline' and provide a list of local medical supply stores. This action falls squarely within the PN's designated lane of 'Liaison/Education'—specifically, educating the family on available resources and documentation (listing stores) to mitigate the risk of a weekend ER return. The PN is not bypassing gatekeepers (as the scenario states they must manage the situation), nor are they crossing clinical boundaries (like contacting HHAs directly or managing clinical details). The PN is acting within their scope to support the discharge process and educate the family, which is the definition of a Proactive scenario.",,,,
bc789c60-c5a7-407d-91f0-f0ce4e489a24,synthetic_batch_25,Case_8,"Evelyn, a 77-year-old with end-stage renal disease and a complex leg ulcer, faces a high-risk Friday discharge driven by a burned-out Social Worker and the facility's proximity to the 100-day Medicare cliff. A 'Managed Medicare Auth' delay for wound supplies creates a 3-7 day gap, exacerbated by the physician's office closing early for the weekend. The PN must manage a hostile family dynamic and bypass administrative gatekeepers to ensure a safe transition and prevent a weekend ER return.",2,Negotiate with the HHA intake department to expedite the supply delivery using a courier service and schedule a 'bridging' nurse visit for Saturday to verify the family's ability to manage the dressing until the specialist arrives.,Proactive,Overstep,"The Patient Navigator (PN) is crossing the boundary into clinical and vendor management. By negotiating with the HHA intake department to expedite supplies and arranging a 'bridging' nurse visit, the PN is performing clinical duties (verifying family ability to manage care) and vendor coordination (courier service, supply delivery). These actions bypass the Social Worker (SW) and the facility's standard administrative gatekeepers, directly interfering with the SW's role in patient advocacy and care coordination. This constitutes Overstep.",,,,
bc789c60-c5a7-407d-91f0-f0ce4e489a24,synthetic_batch_25,Case_8,"Evelyn, a 77-year-old with end-stage renal disease and a complex leg ulcer, faces a high-risk Friday discharge driven by a burned-out Social Worker and the facility's proximity to the 100-day Medicare cliff. A 'Managed Medicare Auth' delay for wound supplies creates a 3-7 day gap, exacerbated by the physician's office closing early for the weekend. The PN must manage a hostile family dynamic and bypass administrative gatekeepers to ensure a safe transition and prevent a weekend ER return.",3,Personally obtain a 3-day supply of the specialized silver dressings from the facility's supply closet with the help of a friendly floor nurse and deliver them to the patient's home yourself to ensure the wound is not left open over the weekend.,Overstep,,"The scenario describes the Patient Navigator (PN) bypassing administrative gatekeepers (the facility's supply closet) and directly contacting a vendor (the friendly floor nurse) to obtain supplies. This action crosses the boundary of 'Liaison/Education' into 'Overstep' by bypassing the SW and the facility's procurement process, and by directly managing clinical logistics (supply delivery) rather than just facilitating the discharge plan. While the goal is to prevent an ER return, the method involves unauthorized clinical intervention and vendor contact, which violates the boundary of not managing clinical details or bypassing the SW.",,,,
4b2503fe-d682-473f-98a2-ee5e042e6c0a,synthetic_batch_25,Case_9,75-year-old Arthur Vance is being fast-tracked for discharge after a cardiac bypass to satisfy the SNF's financial metrics before his Medicare Advantage co-pay triggers. The case is complicated by a 'Black Hole' delay in PN assignment and a burned-out Social Worker who is steering the referral to an overburdened HHA. The PN must navigate a hostile family dynamic and a missing 'face-to-face' clinical document to ensure a safe transition that includes specialized wound care for a sternal VAC.,1,Respect the Social Worker's established discharge timeline and wait for the facility to provide the final clinical packet before contacting the home health team.,Passive,Passive,"The scenario explicitly instructs the Patient Navigator to 'wait for the facility to provide the final clinical packet' and 'respect the Social Worker's established discharge timeline.' This aligns with the 'Passive' category's definition of 'Strategic Deferral,' where the PN defers to the SW and does not act until necessary information is available, thereby avoiding premature clinical interference or vendor contact.",,,,
4b2503fe-d682-473f-98a2-ee5e042e6c0a,synthetic_batch_25,Case_9,75-year-old Arthur Vance is being fast-tracked for discharge after a cardiac bypass to satisfy the SNF's financial metrics before his Medicare Advantage co-pay triggers. The case is complicated by a 'Black Hole' delay in PN assignment and a burned-out Social Worker who is steering the referral to an overburdened HHA. The PN must navigate a hostile family dynamic and a missing 'face-to-face' clinical document to ensure a safe transition that includes specialized wound care for a sternal VAC.,2,"Schedule a three-way conference call between the PN, the HHA Intake Coordinator, and the Patient's Daughter to verify that the home care start-of-care time aligns with the facility's Friday transport schedule.",Proactive,Proactive,"The scenario explicitly instructs the Patient Navigator to 'schedule a three-way conference call' involving the HHA Intake Coordinator and the Patient's Daughter. This action falls squarely within the 'Liaison/Education' category, which involves the PN acting within their lane to facilitate communication, verify logistics, and ensure a safe transition. It does not involve deferring to the Social Worker (Passive) nor does it involve the PN crossing boundaries by contacting HHAs directly or managing clinical details like wound care (Overstep). The PN is actively facilitating the handoff and verification process.",,,,
4b2503fe-d682-473f-98a2-ee5e042e6c0a,synthetic_batch_25,Case_9,75-year-old Arthur Vance is being fast-tracked for discharge after a cardiac bypass to satisfy the SNF's financial metrics before his Medicare Advantage co-pay triggers. The case is complicated by a 'Black Hole' delay in PN assignment and a burned-out Social Worker who is steering the referral to an overburdened HHA. The PN must navigate a hostile family dynamic and a missing 'face-to-face' clinical document to ensure a safe transition that includes specialized wound care for a sternal VAC.,3,"Advise the patient's daughter to refuse the transport vehicle on Friday morning, citing 'unstable wound drainage,' until the PN can personally verify the HHA has the VAC supplies in hand.",Overstep,Proactive,The scenario describes a Patient Navigator (PN) acting as a liaison to ensure patient safety and proper care coordination. The PN advises the daughter to refuse transport until the HHA has verified the specific clinical need (specialized wound care supplies for a sternal VAC). This action falls squarely within the PN's lane of 'Liaison/Education'—educating the family on safety protocols and flagging the issue to the Social Worker (SW) to resolve the supply gap. It does not involve deferring the case (Passive) nor does it involve the PN crossing into clinical management or bypassing the SW (Overstep).,,,,
